"","site_location_name","ignition_d","OBJECTID","fire_id","fire_name","capture_da","extinguish","fire_type","ignition_c","capt_metho","area_ha","perim_km","state","agency","Shape__Are","Shape__Len","Data_Source.x","BurnDate","FirstDay","LastDay","Data_Source.y"
"346","SAAKAN0006",1955-12-31,96762,"0","",NA,"","Bushfire","","Unknown",4925,104,"SA (South Australia)","SA DEW",0.005574409538895,0.783276850400732,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"347","WAACOO0029",2019-11-18,272363,"BF 2019 GLD 017","West Credo UCL",NA,"","Bushfire","Natural","Landsat",18145,717,"WA (Western Australia)","WA DFES",0.017928679574879,4.655296076146,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"348","WAAVIB0004",2020-03-20,173763,"EKM_056","Cockburn Ranges",NA,"","Prescribed Burn","","MODIS",37323,521,"WA (Western Australia)","WA DFES",0.036319875090157,3.38868487481017,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"349","WAGCOO0001",2019-11-18,272363,"BF 2019 GLD 017","West Credo UCL",NA,"","Bushfire","Natural","Landsat",18145,717,"WA (Western Australia)","WA DFES",0.017928679574879,4.655296076146,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"350","WAGCOO0002",2019-11-18,272363,"BF 2019 GLD 017","West Credo UCL",NA,"","Bushfire","Natural","Landsat",18145,717,"WA (Western Australia)","WA DFES",0.017928679574879,4.655296076146,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"351","QDABBS0001",2020-12-02,264164,"","Carnarvon National Park/NP/W/2020/004",NA,"2020/12/23","Bushfire","","",16568,79,"QLD (Queensland)","QPWS",0.014791110885653,0.757210091223947,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"352","QDABBS0002",2020-12-02,264164,"","Carnarvon National Park/NP/W/2020/004",NA,"2020/12/23","Bushfire","","",16568,79,"QLD (Queensland)","QPWS",0.014791110885653,0.757210091223947,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"353","QDABBS0004",2020-12-02,264164,"","Carnarvon National Park/NP/W/2020/004",NA,"2020/12/23","Bushfire","","",16568,79,"QLD (Queensland)","QPWS",0.014791110885653,0.757210091223947,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"354","QDABBS0005",2020-12-02,264164,"","Carnarvon National Park/NP/W/2020/004",NA,"2020/12/23","Bushfire","","",16568,79,"QLD (Queensland)","QPWS",0.014791110885653,0.757210091223947,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"355","WAADAL0001",2015-03-31,59563,"WKM_005","Devonian Reef - Windjana Gorge",NA,"","Prescribed Burn","","Unknown",696,18,"WA (Western Australia)","WA DFES",0.000591942926803,0.169696133849525,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"356","WAACOO0031",2002-02-20,310765,"999","",NA,"","Unknown","","Landsat",295459,12003,"WA (Western Australia)","WA DFES",0.091210626027532,4.214700653308,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"357","QDAGUP0029",2022-10-21,77765,"","Staaten River National Park/NP/W/2022/005",NA,"2022/11/16","Bushfire","","",287499,1396,"QLD (Queensland)","QPWS",0.254812500390244,7.28500007099986,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"358","QDAGUP0030",2022-10-21,77765,"","Staaten River National Park/NP/W/2022/005",NA,"2022/11/16","Bushfire","","",287499,1396,"QLD (Queensland)","QPWS",0.254812500390244,7.28500007099986,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"359","QDAGUP0031",2022-10-21,77765,"","Staaten River National Park/NP/W/2022/005",NA,"2022/11/16","Bushfire","","",287499,1396,"QLD (Queensland)","QPWS",0.254812500390244,7.28500007099986,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"360","SAAKAN0007",2007-12-06,155366,"200712065","Chase",NA,"","Bushfire","","Aerial photography",60474,584,"SA (South Australia)","SA DEW",0.061480698519972,2.22158108780037,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"361","QDABBS0005",2023-04-20,122166,"","Carnarvon National Park/P/2023/009",NA,"2023/05/08","Prescribed Burn","","",9088,86,"QLD (Queensland)","QPWS",0.008112456425351,0.817755836310188,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"362","WAACOO0026",2002-02-20,310768,"999","",NA,"","Unknown","","Landsat",295459,12003,"WA (Western Australia)","WA DFES",0.019170264011564,3.67717683777497,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"363","WAACOO0027",2002-02-20,310768,"999","",NA,"","Unknown","","Landsat",295459,12003,"WA (Western Australia)","WA DFES",0.019170264011564,3.67717683777497,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"364","WAACOO0028",2002-02-20,310768,"999","",NA,"","Unknown","","Landsat",295459,12003,"WA (Western Australia)","WA DFES",0.019170264011564,3.67717683777497,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"365","QDAEIU0006",2020-04-01,111968,"","Canyon Resources Reserve/P/2020/001",NA,"2020/04/04","Prescribed Burn","","",4195,66,"QLD (Queensland)","QPWS",0.00358843237359,0.61514950958337,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"366","QDAEIU0007",2020-04-01,111968,"","Canyon Resources Reserve/P/2020/001",NA,"2020/04/04","Prescribed Burn","","",4195,66,"QLD (Queensland)","QPWS",0.00358843237359,0.61514950958337,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"367","WAAPIL0007",1994-11-26,159569,"999","",NA,"","Unknown","","Landsat",13541,660,"WA (Western Australia)","WA DFES",0.013178191152974,2.45403617551498,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"368","QDASSD0001",2011-08-29,142170,"","Munga-Thirri National Park/NP/W/2016/001",NA,"2011/10/04","Bushfire","","",2041302,2832,"QLD (Queensland)","QPWS",1.81896947201062,26.2604888624183,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"369","QDASSD0008",2011-08-29,142170,"","Munga-Thirri National Park/NP/W/2016/001",NA,"2011/10/04","Bushfire","","",2041302,2832,"QLD (Queensland)","QPWS",1.81896947201062,26.2604888624183,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"370","QDASSD0009",2011-08-29,142170,"","Munga-Thirri National Park/NP/W/2016/001",NA,"2011/10/04","Bushfire","","",2041302,2832,"QLD (Queensland)","QPWS",1.81896947201062,26.2604888624183,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"371","SAAEYB0032",2019-12-22,2169,"201912028","Secret Rocks",NA,"","Bushfire","","Unknown",3585,52,"SA (South Australia)","SA DEW",0.003481054679469,0.483568587453222,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"372","WAACOO0001",1969-09-16,81169,"999","",NA,"","Unknown","","Landsat",32100,1072,"WA (Western Australia)","WA DFES",0.034384911656161,3.89215416318957,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"373","WAACOO0003",1969-09-16,81169,"999","",NA,"","Unknown","","Landsat",32100,1072,"WA (Western Australia)","WA DFES",0.034384911656161,3.89215416318957,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"374","WAACOO0004",1969-09-16,81169,"999","",NA,"","Unknown","","Landsat",32100,1072,"WA (Western Australia)","WA DFES",0.034384911656161,3.89215416318957,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"375","WAACOO0029",2002-02-20,310770,"999","",NA,"","Unknown","","Landsat",295459,12003,"WA (Western Australia)","WA DFES",0.015532326036919,2.73332312933738,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"376","WAAPIL0005",2016-05-04,17569,"PIL_020","",NA,"","Prescribed Burn","","Landsat",131,14,"WA (Western Australia)","WA DFES",0.000115039495768,0.1261771133978,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"377","WAGCOO0002",2002-02-20,310770,"999","",NA,"","Unknown","","Landsat",295459,12003,"WA (Western Australia)","WA DFES",0.015532326036919,2.73332312933738,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"378","NSANSS0001",2002-01-04,82570,"0","Claggers Spring",NA,"","Bushfire","","",27538,104,"NSW (New South Wales)","NSW PWS",0.026491281812014,1.02932823812136,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"379","NSTSYB0005",2019-12-19,47172,"19122065204","Grose Valley",NA,"2020/02/03","Bushfire","","",19896,170,"NSW (New South Wales)","NSW PWS",0.019600052301485,1.45072086619269,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"380","SAAKAN0007",1958-12-31,81972,"0","",NA,"","Bushfire","","Unknown",64428,237,"SA (South Australia)","SA DEW",0.064312219087697,2.33446781012651,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"381","WAACEK0002",2013-09-07,77374,"019","Inglis Gap King Leopold Ranges",NA,"","Bushfire","Incendiary","MODIS",173470,1842,"WA (Western Australia)","WA DFES",0.173574999208768,9.70999984299953,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"382","WAACEK0003",2011-04-25,289575,"K001C","KING LEOPOLD RANGES CP",NA,"","Prescribed Burn","","Ground intelligence",153083,656,"WA (Western Australia)","WA DFES",0.129980167984741,6.0645765473519,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"383","NSAMDD0001",1974-12-13,59375,"0","",NA,"","Bushfire","","",1468740,841,"NSW (New South Wales)","NSW PWS",1.42947745965921,8.13795690018371,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"384","NSAMDD0002",1974-12-13,59375,"0","",NA,"","Bushfire","","",1468740,841,"NSW (New South Wales)","NSW PWS",1.42947745965921,8.13795690018371,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"385","NSAMDD0003",1974-12-13,59375,"0","",NA,"","Bushfire","","",1468740,841,"NSW (New South Wales)","NSW PWS",1.42947745965921,8.13795690018371,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"386","NSAMDD0004",1974-12-13,59375,"0","",NA,"","Bushfire","","",1468740,841,"NSW (New South Wales)","NSW PWS",1.42947745965921,8.13795690018371,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"387","NSAMDD0005",1974-12-13,59375,"0","",NA,"","Bushfire","","",1468740,841,"NSW (New South Wales)","NSW PWS",1.42947745965921,8.13795690018371,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"388","WAANOK0007",2013-04-30,88375,"EKM_005","DRYSDALE NATIONAL PARK",NA,"","Prescribed Burn","","Unknown",1603040,1551,"WA (Western Australia)","WA DFES",1.34545140553018,14.207371807653,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"389","WAAVIB0001",2009-05-01,277977,"K007","K007",NA,"","Prescribed Burn","","Aerial photography",18989,181,"WA (Western Australia)","WA DFES",0.016003214930834,1.65798172276703,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"390","QDACYP0012",2002-11-26,187778,"","Oyala Thumotang National Park (Cape York Peninsula Aboriginal Land)/2002/W/1",NA,"","Bushfire","","",306486,1274,"QLD (Queensland)","QPWS",0.260713737771766,10.908850092124,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"391","WAASWA0004",1980-01-01,88777,"999","",NA,"","Unknown","","Aerial photography",6124,54,"WA (Western Australia)","WA DFES",0.005806172522853,0.532014034768761,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"392","NSTSYB0002",2005-08-27,132981,"BMR-HR-05-001","Bowen Mountain South HR",NA,"2005/09/04","Prescribed Burn","","",308,18,"NSW (New South Wales)","NSW PWS",0.000299187490782,0.177861538529721,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"393","SAAFLB0006",1960-01-08,256382,"0","Wirrabara Fire",NA,"","Bushfire","","Unknown",9392,53,"SA (South Australia)","SA DEW",0.009073522897324,0.494707275774473,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"394","SAAKAN0010",2006-01-20,132582,"200601078","Mouth Flat Fire",NA,"","Bushfire","","Aerial photography",3159,79,"SA (South Australia)","SA DEW",0.003375939152193,0.44371531105267,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"395","WAAPIL0022",1991-11-18,129782,"999","",NA,"","Unknown","","Landsat",199,30,"WA (Western Australia)","WA DFES",0.000189336489257,0.201922410769207,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"396","WAAPIL0027",2014-01-07,89981,"999","",NA,"","Unknown","","Landsat",1122,94,"WA (Western Australia)","WA DFES",0.001071745179161,0.537154748824311,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"397","WAAVIB0004",2018-03-30,149182,"EKM_056","Cockburn Ranges",NA,"","Prescribed Burn","","Multiple",84163,128,"WA (Western Australia)","WA DFES",0.070980998776349,1.17981539643697,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"398","SAAEYB0021",1966-11-30,81784,"0","",NA,"","Bushfire","","Aerial photography",5189,105,"SA (South Australia)","SA DEW",0.00516886947662,0.720172298259659,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"399","SAAEYB0023",1966-11-30,81784,"0","",NA,"","Bushfire","","Aerial photography",5189,105,"SA (South Australia)","SA DEW",0.00516886947662,0.720172298259659,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"400","WAAVIB0001",2008-04-25,103784,"PLG 01/08_AUTUMN","PLG 01/08_AUTUMN",NA,"","Prescribed Burn","","Aerial photography",9500,119,"WA (Western Australia)","WA DFES",0.008006380832171,1.09342398924403,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"401","WAAVIB0002",2008-04-25,103784,"PLG 01/08_AUTUMN","PLG 01/08_AUTUMN",NA,"","Prescribed Burn","","Aerial photography",9500,119,"WA (Western Australia)","WA DFES",0.008006380832171,1.09342398924403,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"402","WAAPIL0003",1995-12-15,253186,"999","",NA,"","Unknown","","Landsat",3490,213,"WA (Western Australia)","WA DFES",0.003307630790459,1.07724549282526,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"403","WAACOO0005",2002-02-04,311387,"999","",NA,"","Unknown","","Landsat",125587,4528,"WA (Western Australia)","WA DFES",0.039707355100063,3.77031843940053,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"404","WAACOO0006",2002-02-04,311387,"999","",NA,"","Unknown","","Landsat",125587,4528,"WA (Western Australia)","WA DFES",0.039707355100063,3.77031843940053,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"405","WAACOO0007",2002-02-04,311387,"999","",NA,"","Unknown","","Landsat",125587,4528,"WA (Western Australia)","WA DFES",0.039707355100063,3.77031843940053,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"406","QDACYP0017",2019-08-01,82187,"","Heathlands Resources Reserve/P/2019/001",NA,"2019/08/23","Prescribed Burn","","",1901,22,"QLD (Queensland)","QPWS",0.001575800298042,0.195900214104966,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"407","WAAPIL0015",1997-11-27,284389,"999","",NA,"","Unknown","","Landsat",43145,1990,"WA (Western Australia)","WA DFES",0.045235371227818,6.48778643213851,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"408","WAAAVW0002",1975-07-01,100789,"999","",NA,"","Unknown","","Landsat",6043,89,"WA (Western Australia)","WA DFES",0.005756762889177,0.890303153125189,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"409","NSTSYB0001",2007-01-21,280993,"SNR 0607-11","Mt Ku-ring-gai Fire",NA,"2007/01/31","Bushfire","","",1017,26,"NSW (New South Wales)","NSW PWS",0.000988771957509,0.261745847558765,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"410","WAAPIL0035",2012-07-01,140995,"999","",NA,"","Unknown","","Landsat",13506,653,"WA (Western Australia)","WA DFES",0.012287380455291,4.98673085497999,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"411","QDAEIU0003",2017-02-28,97396,"","Blackbraes National Park/P/2017/001",NA,"2017/06/09","Prescribed Burn","","",2000,24,"QLD (Queensland)","QPWS",0.001720148947697,0.221023270089807,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"412","SAAEYB0029",2019-12-30,98996,"201912034","Miltalie",NA,"","Bushfire","","Unknown",10219,87,"SA (South Australia)","SA DEW",0.010000676486925,0.681143162690529,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"413","QDAEIU0004",2009-03-17,81397,"","Blackbraes Regional Park/2009/P/1",NA,"2009/07/17","Prescribed Burn","","",13766,63,"QLD (Queensland)","QPWS",0.011844717415215,0.578876349468071,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"414","SAAEYB0024",1999-01-04,228198,"0","",NA,"","Bushfire","","Unknown",3619,30,"SA (South Australia)","SA DEW",0.003522508736296,0.295512707785714,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"415","SAAKAN0005",2006-11-11,103397,"200611068","Birdville",NA,"","Bushfire","","Unknown",2365,20,"SA (South Australia)","SA DEW",0.00235822061768,0.200446919447669,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"416","VCAAUA0001",2003-01-08,310798,"039","",NA,"","Bushfire","","",1313364,3139,"VIC (Victoria)","VIC DEECA",0.39956632540725,4.38064604100071,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"417","VCAAUA0002",2003-01-08,310798,"039","",NA,"","Bushfire","","",1313364,3139,"VIC (Victoria)","VIC DEECA",0.39956632540725,4.38064604100071,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"418","VCAAUA0003",2003-01-08,310798,"039","",NA,"","Bushfire","","",1313364,3139,"VIC (Victoria)","VIC DEECA",0.39956632540725,4.38064604100071,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"419","VCAAUA0004",2003-01-08,310798,"039","",NA,"","Bushfire","","",1313364,3139,"VIC (Victoria)","VIC DEECA",0.39956632540725,4.38064604100071,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"420","VCAAUA0005",2003-01-08,310798,"039","",NA,"","Bushfire","","",1313364,3139,"VIC (Victoria)","VIC DEECA",0.39956632540725,4.38064604100071,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"421","VCAAUA0006",2003-01-08,310798,"039","",NA,"","Bushfire","","",1313364,3139,"VIC (Victoria)","VIC DEECA",0.39956632540725,4.38064604100071,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"422","VCAAUA0007",2003-01-08,310798,"039","",NA,"","Bushfire","","",1313364,3139,"VIC (Victoria)","VIC DEECA",0.39956632540725,4.38064604100071,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"423","VCAAUA0008",2003-01-08,310798,"039","",NA,"","Bushfire","","",1313364,3139,"VIC (Victoria)","VIC DEECA",0.39956632540725,4.38064604100071,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"424","VCAAUA0009",2003-01-08,310798,"039","",NA,"","Bushfire","","",1313364,3139,"VIC (Victoria)","VIC DEECA",0.39956632540725,4.38064604100071,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"425","VCAAUA0010",2003-01-08,310798,"039","",NA,"","Bushfire","","",1313364,3139,"VIC (Victoria)","VIC DEECA",0.39956632540725,4.38064604100071,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"426","VCAAUA0011",2003-01-08,310798,"039","",NA,"","Bushfire","","",1313364,3139,"VIC (Victoria)","VIC DEECA",0.39956632540725,4.38064604100071,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"427","VCAAUA0012",2003-01-08,310798,"039","",NA,"","Bushfire","","",1313364,3139,"VIC (Victoria)","VIC DEECA",0.39956632540725,4.38064604100071,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"428","VCAAUA0015",2019-05-16,253798,"GP-MAC-HEY-0009","MOUNT DARLING - SNOWY BLUFF",NA,"","Prescribed Burn","","",17961,110,"VIC (Victoria)","VIC DEECA",0.01825946478948,1.10175001262777,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"429","WAAPIL0030",1997-10-10,256799,"999","",NA,"","Unknown","","Landsat",16245,717,"WA (Western Australia)","WA DFES",0.016987237599551,2.73267460542179,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"430","SATFLB0015",1957-02-14,264400,"0","Horsnells Gully Fire",NA,"","Bushfire","","Unknown",939,15,"SA (South Australia)","SA DEW",0.000926116038954,0.152901789989473,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"431","WAAJAF0003",2003-01-01,82599,"999","",NA,"","Unknown","","Landsat",6469,46,"WA (Western Australia)","WA DFES",0.006340811514292,0.460227994149162,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"432","SATFLB0002",2009-10-30,249401,"200904028","Hale Roadside A09",NA,"","Prescribed Burn","","Unknown",36,5,"SA (South Australia)","SA DEW",3.5585382193e-05,0.051030146636209,"Historical_BushFires_Boundaries",NA,NA,NA,NA
"433","SAASTP0008",2000-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,286,359,"MODIS/061/MCD64A1"
"434","WAAPIL0015",2000-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,284,359,"MODIS/061/MCD64A1"
"435","WAAPIL0030",2000-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329,284,358,"MODIS/061/MCD64A1"
"436","WAAAVW0007",2000-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362,314,23,"MODIS/061/MCD64A1"
"437","WAACOO0031",2000-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364,314,18,"MODIS/061/MCD64A1"
"438","WAAGSD0001",2000-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339,314,9,"MODIS/061/MCD64A1"
"439","WAALSD0003",2000-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,313,17,"MODIS/061/MCD64A1"
"440","NTATAN0002",2001-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,355,47,"MODIS/061/MCD64A1"
"441","WAACOO0005",2001-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,344,50,"MODIS/061/MCD64A1"
"442","WAACOO0006",2001-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,344,50,"MODIS/061/MCD64A1"
"443","WAACOO0026",2001-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,346,45,"MODIS/061/MCD64A1"
"444","WAACOO0027",2001-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,346,44,"MODIS/061/MCD64A1"
"445","WAACOO0028",2001-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,346,44,"MODIS/061/MCD64A1"
"446","WAACOO0029",2001-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,346,44,"MODIS/061/MCD64A1"
"447","WAGCOO0002",2001-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,345,44,"MODIS/061/MCD64A1"
"448","NTAGFU0003",2001-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,71,144,"MODIS/061/MCD64A1"
"449","NTAGFU0004",2001-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,71,144,"MODIS/061/MCD64A1"
"450","NTAGFU0005",2001-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,71,144,"MODIS/061/MCD64A1"
"451","NTABRT0004",2001-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,99,157,"MODIS/061/MCD64A1"
"452","NTABRT0005",2001-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,99,157,"MODIS/061/MCD64A1"
"453","NTABRT0006",2001-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,99,157,"MODIS/061/MCD64A1"
"454","NTABRT0007",2001-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,99,157,"MODIS/061/MCD64A1"
"455","NTAGFU0016",2001-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,104,157,"MODIS/061/MCD64A1"
"456","NTAGFU0026",2001-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,107,157,"MODIS/061/MCD64A1"
"457","NTAGFU0038",2001-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,113,157,"MODIS/061/MCD64A1"
"458","NTAGFU0039",2001-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,114,157,"MODIS/061/MCD64A1"
"459","NTATAN0004",2001-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,99,154,"MODIS/061/MCD64A1"
"460","NTAGFU0033",2001-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,131,205,"MODIS/061/MCD64A1"
"461","NTAPCK0006",2001-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,136,204,"MODIS/061/MCD64A1"
"462","NTAPCK0007",2001-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,134.5,204,"MODIS/061/MCD64A1"
"463","WAANOK0001",2001-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,132,204,"MODIS/061/MCD64A1"
"464","WAANOK0002",2001-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,132,204,"MODIS/061/MCD64A1"
"465","WAANOK0002",2001-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,160,235,"MODIS/061/MCD64A1"
"466","NTADAC0001",2001-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,196,260,"MODIS/061/MCD64A1"
"467","NTAGFU0014",2001-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,196,267,"MODIS/061/MCD64A1"
"468","NTAGFU0015",2001-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238,196,267,"MODIS/061/MCD64A1"
"469","NTAMGD0004",2001-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,200,267,"MODIS/061/MCD64A1"
"470","NTATAN0001",2001-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,198,265,"MODIS/061/MCD64A1"
"471","NTTDAC0001",2001-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,196,259,"MODIS/061/MCD64A1"
"472","NTTSTU0001",2001-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,198,266,"MODIS/061/MCD64A1"
"473","QDAGUP0029",2001-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241,194,266,"MODIS/061/MCD64A1"
"474","QDAGUP0030",2001-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241,194,266,"MODIS/061/MCD64A1"
