"","X","site_unique","green","brown","bare","other","error","site_location_name","visit_start_date","time","pv_filter","npv_filter","bs_filter","pv_filter_percentile","npv_filter_percentile","bs_filter_percentile"
"712",752,"SATSTP0004-53512",26.8,43.7,29.5,0,0,"SATSTP0004","2013-08-15","2013-08-17",16.9649650317787,50.8298369907905,30.7991496185632,0.838709677419355,0.868743047830923,0.113459399332592
"713",753,"SATSTP0004-58642",16.5,33,50.3,0.2,0,"SATSTP0004","2018-08-03","2018-07-30",4.97402462771174,46.9498792047438,46.5553757388053,0.494994438264739,0.709677419354839,0.474972191323693
"714",754,"SATSTP0005-53513",18.2,16.6,65.1,0,0,"SATSTP0005","2013-08-17","2013-08-17",10.8406946971865,20.6140430071229,66.7894291494078,0.837336244541485,0.764192139737991,0.194323144104804
"715",755,"SATSTP0005-58639",23.3,16.2,57.1,3.4,0,"SATSTP0005","2018-08-05","2018-08-07",8.22214560465212,18.5818535437703,71.3583385654486,0.637554585152838,0.669213973799127,0.312227074235808
"716",756,"SATSTP0006-53514",21.6,27.6,50.8,0,0,"SATSTP0006","2013-08-17","2013-08-17",20.5877525331625,44.5595529884204,33.4241827912953,0.848418756815703,0.597600872410033,0.164667393675027
"717",757,"SATSTP0006-58640",24.6,22.6,52.5,0.4,0,"SATSTP0006","2018-08-04","2018-08-07",17.4900004671854,43.8692990242542,37.1040689797356,0.809160305343511,0.541984732824427,0.234460196292257
"718",758,"SATSTP0007-53515",12.5,11.4,76.1,0,0,"SATSTP0007","2013-08-18","2013-08-17",20.4573630398412,57.8014241400521,20.3882894907734,0.796954314720812,0.208121827411168,0.364213197969543
"719",759,"SATSTP0007-58637",19.2,14.9,65.3,0.6,0,"SATSTP0007","2018-08-04","2018-08-07",18.4016226807221,60.0067396999196,20.2560079239616,0.774111675126904,0.279187817258883,0.357868020304569
"720",760,"SATSTP0008-53516",15,20.8,64.3,NA,4,"SATSTP0008","2013-08-18","2013-08-17",4.46176657517637,42.6671697755225,51.3288974346418,0.736842105263158,0.894736842105263,0.148026315789474
"721",761,"SATSTP0008-58643",10.9,25.5,63.6,NA,4,"SATSTP0008","2018-08-05","2018-08-07",1.62118583171191,35.0410806943262,61.6468093310107,0.484649122807018,0.471491228070175,0.596491228070175
"722",762,"TCABEL0001-58801",71.5,17,11.5,NA,4,"TCABEL0001","2020-01-30","2020-02-17",51.6777726358531,36.354613923223,11.1617512947992,0.558823529411765,0.364253393665158,0.791855203619909
"723",763,"TCABEL0002-58799",66.6,15.8,17.5,NA,4,"TCABEL0002","2020-01-31","2020-02-17",51.5687715141768,38.9334901424627,9.18993382371118,0.647058823529412,0.341176470588235,0.583529411764706
"724",764,"TCABEL0003-58803",77,9,13.7,0.3,0,"TCABEL0003","2020-01-31","2020-01-16",55.4266939583361,35.6165322745106,8.74921239898814,0.545253863134658,0.403973509933775,0.631346578366446
"725",765,"TCATCH0001-58823",87.5,9.8,2.7,NA,4,"TCATCH0001","2020-02-02","2020-01-23",46.3020398543127,29.1363693300745,22.9210673461976,0.443072702331962,0.215363511659808,0.795610425240055
"726",766,"TCATCH0002-58805",67.3,17.5,15.1,NA,4,"TCATCH0002","2020-02-04","2020-02-16",34.571187309791,55.2379681105369,8.7805052947219,0.282932416953036,0.77319587628866,0.492554410080183
"727",767,"TCATCH0003-58825",90.1,6.4,3.5,NA,4,"TCATCH0003","2020-02-04","2020-01-16",42.9799712671165,48.5478383845184,7.21677703101744,0.524038461538462,0.727163461538462,0.326923076923077
"728",768,"TCATCH0004-58806",47.9,37.4,14.7,NA,4,"TCATCH0004","2020-02-05","2020-02-16",35.0378849736383,48.7238701700703,14.8057910871356,0.554980595084088,0.500646830530401,0.380336351875809
"729",769,"TCATCH0005-58824",28.2,54.8,16.9,0.1,0,"TCATCH0005","2020-02-06","2020-02-08",20.8923120980398,53.5055730063011,24.3584673461556,0.0374331550802139,0.88903743315508,0.840909090909091
"730",770,"TCATCH0006-58807",71.8,24.1,4.2,NA,4,"TCATCH0006","2020-02-06","2020-02-16",45.0109159210923,47.4308308090038,6.51731649170642,0.469714285714286,0.578285714285714,0.504
"731",771,"TCATCH0007-58809",71.1,19.5,9.4,NA,4,"TCATCH0007","2020-02-07","2020-02-16",45.8072646387002,45.7595028369259,7.86475248042264,0.554973821989529,0.536649214659686,0.468586387434555
"732",772,"TCATCH0008-58821",95,4.9,0.2,NA,4,"TCATCH0008","2020-02-08","2020-02-16",50.0121522903439,44.1838287041943,4.76600225489246,0.599499374217772,0.69712140175219,0.191489361702128
"733",773,"TCATCH0009-58811",22.6,61.4,15.1,0.9,0,"TCATCH0009","2020-02-08","2020-02-16",13.5360460617793,54.4160100735097,30.3930657191061,0.0274656679151061,0.975031210986267,0.905118601747815
"734",774,"TCATCH0010-58826",94,5,NA,1,4,"TCATCH0010","2020-02-09","2020-02-16",48.9597997054743,41.1359159009415,8.58806873697572,0.259803921568627,0.807598039215686,0.518382352941177
"735",775,"TCATCH0011-58827",32.1,21.6,27.1,19.2,0,"TCATCH0011","2020-02-10","2020-02-16",8.54269543665701,61.0504088274895,29.0184237846733,0.0308483290488432,0.994858611825193,0.840616966580977
"736",776,"TCATCH0012-58822",90.5,4.6,4.8,0.2,0,"TCATCH0012","2020-02-11","2020-02-16",54.8615337191106,40.1742370116923,3.7046379832752,0.425438596491228,0.844298245614035,0.118421052631579
"737",777,"TCATNM0001-58742",85,13.7,1.2,0.1,0,"TCATNM0001","2019-11-21","2019-11-21",51.2651707401894,42.4113638430109,4.91154052649153,0.460912052117264,0.832247557003257,0.193811074918567
"738",778,"TCATNM0002-58782",71.5,24.9,3.7,NA,4,"TCATNM0002","2019-11-22","2019-11-21",45.7491254269329,45.5692601503658,7.42331273440499,0.511111111111111,0.631481481481482,0.37037037037037
"739",779,"TCATNM0003-58775",71.5,24.9,3.6,0.1,0,"TCATNM0003","2019-11-23","2019-11-21",39.1688739536978,52.3566298604216,7.19623874577328,0.310536044362292,0.715341959334566,0.467652495378928
"740",780,"TCATNM0004-58785",66.9,26.8,1.6,4.7,0,"TCATNM0004","2019-11-24","2019-11-21",46.055079131388,49.0214629024153,3.88856654181673,0.33448275862069,0.875862068965517,0.244827586206897
"741",781,"TCATNM0005-58792",54.6,34,11.5,NA,4,"TCATNM0005","2019-11-25","2019-11-21",43.7414313058939,42.4991173573222,12.5435309431944,0.483277591973244,0.478260869565217,0.61371237458194
"742",782,"TCATNM0006-58800",79.2,14,4.1,2.8,0,"TCATNM0006","2019-11-26","2019-11-29",49.9790183809923,42.4868418165878,6.1851134830073,0.621880998080614,0.479846449136276,0.324376199616123
"743",783,"VCAAUA0001-58565",88.2,9.4,2.4,NA,4,"VCAAUA0001","2018-01-22","2018-01-25",66.0380556234173,27.5390368403485,3.77917549426781,0.730569948186529,0.255613126079447,0.443868739205527
"744",784,"VCAAUA0002-58635",87,9.5,3.5,NA,4,"VCAAUA0002","2018-01-23","2018-01-25",67.2888445585759,27.1775627153113,3.85202977681522,0.793046357615894,0.170529801324503,0.493377483443709
"745",785,"VCAAUA0003-58567",92.6,4.1,1.2,2.2,0,"VCAAUA0003","2018-01-24","2018-01-25",65.6719069127866,31.537143774705,0.965813469296297,0.552816901408451,0.558098591549296,0.253521126760563
"746",786,"VCAAUA0004-58612",89.3,5.2,0.4,5,0,"VCAAUA0004","2018-01-24","2018-01-25",69.7847412281481,25.913038223617,1.33799662489374,0.619365609348915,0.332220367278798,0.353923205342237
"747",787,"VCAAUA0005-58570",88,10.3,1.7,NA,4,"VCAAUA0005","2018-01-25","2018-01-25",64.6499238081652,28.8430815721388,4.30190041483557,0.736040609137056,0.267343485617597,0.350253807106599
"748",788,"VCAAUA0006-58568",92.2,6.5,1.3,NA,4,"VCAAUA0006","2018-01-26","2018-01-25",64.5111878669588,33.8858842933477,0,0.673144876325088,0.45583038869258,0.0618374558303887
"749",789,"VCAAUA0007-58543",80.7,13.1,6.2,NA,4,"VCAAUA0007","2018-01-27","2018-01-25",61.2572400509615,23.7225307587114,13.0922281407943,0.599001663893511,0.149750415973378,0.963394342762063
"750",790,"VCAAUA0008-58544",92,7.4,0.3,0.3,0,"VCAAUA0008","2018-01-27","2018-01-25",64.577888628059,31.2419728683548,1.68361334779498,0.562189054726368,0.485903814262023,0.280265339966833
"751",791,"VCAAUA0009-58569",92,6.7,1.2,0.1,0,"VCAAUA0009","2018-01-28","2018-01-25",64.1623933888825,30.6285745011424,2.97560385950434,0.519031141868512,0.41522491349481,0.524221453287197
"752",792,"VCAAUA0010-58546",94.5,5.4,0.1,NA,4,"VCAAUA0010","2018-01-29","2018-01-25",59.9679829973858,31.0996880021265,6.78648576375288,0.55160744500846,0.345177664974619,0.805414551607445
"753",793,"VCAAUA0011-58540",97.9,2,0.1,NA,4,"VCAAUA0011","2018-01-30","2018-02-02",68.9744278814887,28.4264290203884,0.951973551963472,0.855,0.236666666666667,0.0716666666666667
"754",794,"VCAAUA0012-58613",95.7,3.4,0.7,0.2,0,"VCAAUA0012","2018-01-31","2018-02-02",69.1152441784143,27.7244651879796,1.6245240327833,0.887394957983193,0.149579831932773,0.14453781512605
"755",795,"VCAAUA0013-58541",96.3,3.5,0.2,NA,4,"VCAAUA0013","2018-02-02","2018-02-02",64.1183273664039,30.6021511418454,3.68085602829427,0.879310344827586,0.113026819923372,0.39176245210728
"756",796,"VCAAUA0014-58571",93.2,6.7,0.1,NA,4,"VCAAUA0014","2018-02-02","2018-02-02",60.0652530766754,31.1555504014079,7.17569171718862,0.814244465832531,0.111645813282002,0.740134744947064
"757",797,"VCAAUA0015-58539",94,5.1,0.9,NA,4,"VCAAUA0015","2018-02-03","2018-02-02",61.3267746185611,31.4029775049465,5.85102790656109,0.821668264621285,0.14189837008629,0.615532118887824
"758",798,"VCAMDD0001-57011",19.9,54.5,25.6,NA,4,"VCAMDD0001","2015-01-20","2015-01-22",9.39949577949169,36.8302417732972,52.2632125580627,0.342281879194631,0.397315436241611,0.651006711409396
"759",799,"VCAMDD0002-56990",25,64.1,10.9,0.1,0,"VCAMDD0002","2015-01-20","2015-01-22",18.380927915802,62.5175027825762,17.8403104030147,0.382632293080054,0.864314789687924,0.41112618724559
"760",800,"VCAMDD0003-57012",28.5,51.4,20.1,NA,4,"VCAMDD0003","2015-01-21","2015-01-22",25.7928265405007,48.9803071197735,23.8546065046029,0.4,0.696551724137931,0.531034482758621
"761",801,"WAAAVW0001-58517",43.4,45.2,11.4,NA,4,"WAAAVW0001","2016-10-04","2016-10-07",19.0998350306053,67.0897391323443,12.6083340691544,0.443850267379679,0.589763177998472,0.461420932009167
"762",802,"WAAAVW0002-58518",43.5,44.8,11.8,NA,4,"WAAAVW0002","2016-10-05","2016-09-30",25.3778758651012,63.5898603460428,9.95246072297008,0.609502598366741,0.418708240534521,0.456570155902004
"763",803,"WAAAVW0003-58519",37.8,52.6,9.6,NA,4,"WAAAVW0003","2016-10-06","2016-09-29",38.5517507336024,45.9680896897387,14.2509372611816,0.404878048780488,0.414634146341463,0.827317073170732
"764",804,"WAAAVW0004-58520",37.6,48.3,14.1,NA,4,"WAAAVW0004","2016-10-06","2016-09-29",37.9821919348357,49.5356478174843,11.3233727037413,0.449756097560976,0.553170731707317,0.548292682926829
"765",805,"WAAAVW0005-58768",23.4,34.6,42.1,NA,4,"WAAAVW0005","2019-08-27","2019-08-28",26.9772698546371,44.4814372621089,27.2215804022687,0.716763005780347,0.0658959537572254,0.523699421965318
"766",806,"WAAAVW0006-58810",43.9,23.7,32.5,NA,4,"WAAAVW0006","2019-08-28","2019-08-28",30.6455299086832,48.3618347596604,19.7497987049041,0.864739884393064,0.0763005780346821,0.322543352601156
"767",807,"WAAAVW0007-58772",46.8,15.9,36.7,0.5,0,"WAAAVW0007","2019-08-28","2019-08-28",18.0878938117864,56.8577530921944,23.7608344371607,0.603729603729604,0.581585081585082,0.440559440559441
"768",808,"WAACAR0001-58777",35.6,14.2,49.8,0.4,0,"WAACAR0001","2019-07-26","2019-07-25",21.3958034009153,29.3186810796136,47.7060219808836,0.931910569105691,0.258130081300813,0.234756097560976
"769",809,"WAACAR0002-58776",33.5,45.9,20.6,NA,4,"WAACAR0002","2019-07-26","2019-07-25",25.3591439520194,41.97347087896,31.3392213823282,0.940721649484536,0.785438144329897,0.0689432989690722
"770",810,"WAACAR0003-58778",39.6,28.4,32,NA,4,"WAACAR0003","2019-07-27","2019-08-01",27.4441164333327,47.0402392584985,24.1410361599461,0.921245421245421,0.281440781440781,0.103174603174603
"771",811,"WAACAR0004-58779",24,34.7,41.4,NA,4,"WAACAR0004","2019-07-27","2019-07-25",20.7077211745911,35.3302936485546,42.2846330655865,0.881052002390915,0.00956365809922295,0.591153616258219
"772",812,"WAACEK0001-58505",21.8,35,43.3,NA,4,"WAACEK0001","2016-06-09","2016-06-12",23.8899359403438,43.3022631732442,31.3915455843876,0.183946488294314,0.235228539576366,0.907469342251951
"773",813,"WAACEK0001-58955",60.6,27.1,12.3,NA,4,"WAACEK0001","2021-05-31","2021-05-25",35.1935209785003,49.7535093131768,13.6794634931611,0.702341137123746,0.603121516164994,0.25752508361204
"774",814,"WAACEK0002-58506",64.9,28,7.1,NA,4,"WAACEK0002","2016-06-10","2016-06-11",34.435354738136,58.5073556474398,6.03361839398901,0.700584795321637,0.581286549707602,0.270175438596491
"775",815,"WAACEK0002-59008",20.8,70.1,9.1,NA,4,"WAACEK0002","2021-06-01","2021-06-01",19.0003520269827,42.0622863204844,37.5801454370895,0.432748538011696,0.152046783625731,0.908771929824561
"776",816,"WAACEK0003-58507",55.1,20.5,24.1,0.3,0,"WAACEK0003","2016-06-11","2016-06-11",25.4551069746575,60.2779956437476,13.1176839040034,0.715277777777778,0.649305555555556,0.179398148148148
"777",817,"WAACEK0003-58956",75,7.6,16.9,0.5,0,"WAACEK0003","2021-06-03","2021-06-01",22.3989915347777,60.4714367057001,15.9621163047455,0.663194444444444,0.664351851851852,0.28125
"778",818,"WAACOO0001-53444",70.4,25.6,4,NA,4,"WAACOO0001","2013-07-02","2013-07-04",21.6234816518866,62.415410859,15.2168719151713,0.460629921259843,0.503937007874016,0.60498687664042
"779",820,"WAACOO0003-53447",57.6,31.4,11,NA,4,"WAACOO0003","2013-07-10","2013-07-04",17.7472660506094,66.5532555877777,14.8711374955101,0.338541666666667,0.848958333333333,0.28125
"780",821,"WAACOO0004-53449",51.5,44.7,3.9,NA,4,"WAACOO0004","2014-07-14","2014-07-15",29.5509616273444,55.2328718752785,14.2990029935115,0.690600522193211,0.519582245430809,0.197127937336815
"781",822,"WAACOO0005-53446",46.2,33.4,20.4,NA,4,"WAACOO0005","2013-08-23","2013-08-21",15.48647513477,43.8540485829894,39.1888956244935,0.599211563731932,0.0183968462549277,0.918528252299606
"782",823,"WAACOO0006-53438",45.8,44.9,9.2,0.1,0,"WAACOO0006","2013-07-23","2013-07-20",28.940750475383,57.6951894928713,12.3746048871723,0.645669291338583,0.959317585301837,0.0446194225721785
"783",824,"WAACOO0007-53440",53.2,45,1.5,0.3,0,"WAACOO0007","2013-08-23","2013-08-21",36.4252310966148,45.5338634346307,16.7138214288765,0.664,0.148,0.582666666666667
"784",825,"WAACOO0008-53442",38.9,49.2,11.9,NA,4,"WAACOO0008","2013-09-03","2013-09-06",30.371994095865,50.6644359555866,17.9122835459906,0.357992073976222,0.461030383091149,0.678996036988111
"785",826,"WAACOO0009-53443",43.1,45,11.9,0.1,0,"WAACOO0009","2013-10-03","2013-10-08",11.916423282598,49.4248756918962,37.1605064697889,0.278668310727497,0.44019728729963,0.710234278668311
"786",827,"WAACOO0010-53441",27.1,16.9,55.8,0.1,0,"WAACOO0010","2013-10-15","2013-10-08",9.60556506187168,39.6826620747614,49.1756438994369,0.358722358722359,0.418918918918919,0.684275184275184
"787",828,"WAACOO0011-53439",17,65.1,17.8,NA,4,"WAACOO0011","2013-10-04","2013-09-30",5.5807930459625,77.5738138163437,15.4767029339902,0.454739084132055,0.408945686900958,0.603833865814696
"788",829,"WAACOO0012-53462",34.5,53.5,12.1,NA,4,"WAACOO0012","2014-03-05","2014-03-01",25.9909599688199,47.680087250204,25.0501299010549,0.388564760793466,0.245040840140023,0.770128354725788
"789",830,"WAACOO0016-53459",56.3,27.6,16,NA,4,"WAACOO0016","2014-01-06","2014-01-04",5.50315914615644,82.651048196967,10.7149211507931,0.0759330759330759,0.993564993564994,0.0398970398970399
"790",831,"WAACOO0017-53460",55.6,29.4,14.8,0.2,0,"WAACOO0017","2014-02-17","2014-03-01",7.11567197227097,70.6882459879821,20.9447808969309,0.154569892473118,0.733870967741935,0.645161290322581
"791",832,"WAACOO0018-53461",53,42.6,4.5,NA,4,"WAACOO0018","2014-02-20","2014-03-01",13.2213890088119,64.1208454377635,21.5402314605979,0.325129533678756,0.347150259067358,0.906735751295337
"792",833,"WAACOO0019-53463",55.2,36.7,7.7,0.3,0,"WAACOO0019","2014-03-03","2014-03-01",4.64676190682313,72.0945798267672,22.1242359291862,0.036745406824147,0.767716535433071,0.76246719160105
"793",834,"WAACOO0020-53450",24.9,41.7,33.5,NA,4,"WAACOO0020","2013-10-30","2013-11-01",15.8208396784876,40.2945799868422,42.26778321618,0.417534722222222,0.449652777777778,0.569444444444444
"794",835,"WAACOO0021-53456",20.6,52,27.4,NA,4,"WAACOO0021","2013-11-01","2013-11-01",18.7538540266348,43.6465885554478,36.1107124744982,0.403284671532847,0.458941605839416,0.591240875912409
"795",836,"WAACOO0022-53453",39.6,38.2,22.2,NA,4,"WAACOO0022","2013-11-01","2013-11-01",21.4644201201916,46.4439078891157,30.7248498909848,0.0864067439409905,0.614330874604847,0.798735511064278
"796",837,"WAACOO0023-53448",25.4,36.4,38.1,NA,4,"WAACOO0023","2013-11-15","2013-11-09",17.2463469315407,44.3119159722401,37.0862745287898,0.255192878338279,0.486646884272997,0.693372898120673
"797",838,"WAACOO0024-53451",59.2,32,8.8,NA,4,"WAACOO0024","2013-11-26","2013-11-26",12.2579888120117,60.3628432454968,26.2946985934563,0.121975806451613,0.910282258064516,0.683467741935484
"798",839,"WAACOO0025-53452",25,59.8,14.9,0.3,0,"WAACOO0025","2013-11-29","2013-11-25",7.14383270667994,40.5269883281433,50.6836644006073,0.289505428226779,0.548854041013269,0.647768395657419
"799",840,"WAACOO0026-53454",63.4,21.1,15.5,NA,4,"WAACOO0026","2014-01-04","2014-01-04",11.6681289556659,59.5557834837931,27.4239754053955,0.282835302293259,0.654621264767199,0.609451007644197
"800",841,"WAACOO0027-53455",58,23.6,18.4,NA,4,"WAACOO0027","2014-01-21","2014-01-20",10.9546869574101,61.6107769484112,26.0339672631846,0.292189679218968,0.869595536959554,0.403068340306834
"801",842,"WAACOO0028-53457",58.2,25.2,16.4,0.1,0,"WAACOO0028","2014-01-10","2014-01-12",13.9986236673522,55.4035520722745,29.1265236311632,0.495827538247566,0.499304589707928,0.552155771905424
"802",843,"WAACOO0029-53458",72.5,16,11.5,NA,4,"WAACOO0029","2014-01-11","2014-01-12",14.2781944577589,57.4663937713387,26.9407553231042,0.427941176470588,0.786764705882353,0.436029411764706
"803",844,"WAACOO0030-56958",37.7,47.8,14.4,0.1,0,"WAACOO0030","2014-06-27","2014-06-25",34.4543167745516,47.0730652861,17.163123254452,0.969512195121951,0.227134146341463,0.114329268292683
"804",845,"WAACOO0031-58512",44.8,28.2,26.9,0.1,0,"WAACOO0031","2016-10-03","2016-09-30",16.6882089720585,55.6410045605824,26.4001883185484,0.709554140127388,0.36687898089172,0.521019108280255
"805",846,"WAACOO0032-58511",39.5,41.6,18.9,NA,4,"WAACOO0032","2016-10-03","2016-09-30",9.71436125090638,61.9956239826785,26.965403042633,0.48258064516129,0.0774193548387097,0.916129032258065
"806",847,"WAADAL0001-58508",69.1,27.4,3.5,NA,4,"WAADAL0001","2016-06-12","2016-06-11",44.3909382202308,51.1804374910125,3.23674467946866,0.726872246696035,0.401982378854626,0.20374449339207
"807",848,"WAADAL0001-58957",22,62.7,15.3,NA,4,"WAADAL0001","2021-06-04","2021-06-01",21.8418368372229,46.501424319177,30.0858855248429,0.416299559471366,0.297356828193833,0.949339207048458
"808",849,"WAADAL0002-58743",23.1,31.1,45.8,NA,4,"WAADAL0002","2019-07-04","2019-07-05",17.5930774162172,39.1510331343864,41.8045346895904,0.161747343565525,0.334120425029516,0.905548996458087
"809",850,"WAADAL0003-58767",42.6,11.6,45.8,0.1,0,"WAADAL0003","2019-07-04","2019-07-05",17.1291163347517,43.2594279871387,38.1858904407324,0.633769322235434,0.141498216409037,0.813317479191439
"810",851,"WAADAL0004-58764",51.7,41.2,7.1,NA,4,"WAADAL0004","2019-07-05","2019-07-05",38.2125122274235,50.9546167033003,9.76895679608733,0.697940503432494,0.591533180778032,0.152173913043478
"811",852,"WAADAL0005-58815",75.3,19.1,5.5,NA,4,"WAADAL0005","2019-07-06","2019-07-05",35.0176564921095,50.9894705397725,12.7247350173028,0.511475409836066,0.634972677595628,0.530054644808743
"812",853,"WAAESP0001-58516",58.5,30.2,10.8,0.5,0,"WAAESP0001","2016-10-12","2016-10-15",37.6188328508151,46.796735905005,14.3870064121315,0.505434782608696,0.192028985507246,0.844202898550725
"813",854,"WAAGAS0001-58420",5.1,10.8,84.1,NA,4,"WAAGAS0001","2016-08-08","2016-08-04",3.01015176773646,33.1828180591289,62.1502828956296,0.341935483870968,0.276344086021505,0.738709677419355
"814",855,"WAAGAS0002-58421",33,56.5,10.5,NA,4,"WAAGAS0002","2016-08-08","2016-08-04",25.5137104518099,47.8057279593896,25.3124367933481,0.760504201680672,0.578781512605042,0.258403361344538
"815",856,"WAAGES0001-58023",44.3,31.4,24.4,NA,4,"WAAGES0001","2016-08-30","2016-09-02",25.2685487886688,48.6935252569855,24.7988605821386,0.880093131548312,0.0291036088474971,0.692665890570431
"816",857,"WAAGES0001-58802",52.2,19.4,28.4,NA,4,"WAAGES0001","2019-08-01","2019-08-02",21.963097879929,52.1642257767954,24.5485137411571,0.644935972060536,0.152502910360885,0.671711292200233
"817",858,"WAAGES0002-58024",42.2,47.5,10.3,NA,4,"WAAGES0002","2016-08-30","2016-09-02",28.9678612543693,51.4990737489651,18.2356334606274,0.838785046728972,0.0105140186915888,0.872663551401869
"818",859,"WAAGES0002-58732",48.9,37,14.1,NA,4,"WAAGES0002","2019-08-02","2019-08-02",23.9040886739195,62.8880516508569,12.1254732345305,0.634345794392523,0.364485981308411,0.421728971962617
"819",860,"WAAGES0003-58025",40.2,45.3,14.4,0.1,0,"WAAGES0003","2016-08-31","2016-09-02",29.0380856126661,50.2265395735627,19.5562373174221,0.812933025404157,0.160508083140878,0.260969976905312
"820",861,"WAAGES0003-58731",37,44.5,18.5,0,0,"WAAGES0003","2019-08-01","2019-08-02",33.4757729518667,50.9092296325026,14.5215116256764,0.969976905311778,0.262124711316397,0.0508083140877598
"821",862,"WAAGES0004-58804",40.4,20.7,38.9,NA,4,"WAAGES0004","2019-08-02","2019-08-02",17.2521464267299,44.6266417658194,36.629510884856,0.609195402298851,0.142528735632184,0.681609195402299
"822",863,"WAAGES0005-58808",46,10.6,43.4,NA,4,"WAAGES0005","2019-08-03","2019-08-02",10.3501433832125,55.0251397912447,33.2567090944469,0.56651376146789,0.443807339449541,0.489678899082569
"823",864,"WAAGSD0001-58509",40.5,8.6,50.9,NA,4,"WAAGSD0001","2016-06-14","2016-06-17",11.8961927875256,34.6004134170607,51.9774460299809,0.393494228751312,0.42707240293809,0.645330535152151
"824",865,"WAAGSD0001-58958",40.2,8.3,51.5,NA,4,"WAAGSD0001","2021-06-06","2021-06-07",13.686444817494,31.5834007323898,52.9267718630854,0.535152151101784,0.311647429171039,0.683105981112277
"825",869,"WAAGVD0001-56960",24.8,44.8,30.5,NA,4,"WAAGVD0001","2014-06-30","2014-07-02",21.6517642574112,50.5209297925941,26.6410428451797,0.873533246414602,0.739243807040417,0.11864406779661
"826",880,"WAAHAM0001-56964",47.2,19.5,33.3,NA,4,"WAAHAM0001","2014-06-24","2014-06-26",39.4994251878094,20.065010067329,39.3114399532297,0.989917506874427,0.0119156736938588,0.6012832263978
"827",881,"WAAHAM0002-56941",29.9,51.5,18.6,NA,4,"WAAHAM0002","2014-06-24","2014-06-26",24.2235992827851,53.8231890119369,20.7323123962975,0.910211267605634,0.523767605633803,0.126760563380282
"828",882,"WAAHAM0003-56959",38.9,37.4,23.7,NA,4,"WAAHAM0003","2014-06-25","2014-06-27",48.1886747926924,35.2236506527476,15.2892387797938,0.987899740708729,0.0821089023336214,0.0803802938634399
"829",883,"WAAHAM0004-56942",33,49,18,NA,4,"WAAHAM0004","2014-06-25","2014-06-26",27.5837627284955,49.889925090382,21.159055727551,0.908396946564885,0.354198473282443,0.145038167938931
"830",884,"WAAHAM0005-56961",51.5,32.6,15.9,NA,4,"WAAHAM0005","2014-06-26","2014-06-26",44.2770822486504,28.5736912637565,25.6953804196063,0.970534069981584,0.186003683241252,0.281767955801105
"831",885,"WAAHAM0006-56944",52.1,38.5,9.4,NA,4,"WAAHAM0006","2014-06-28","2014-06-25",47.2861498004396,37.6500703467895,13.5878744426484,0.971057884231537,0.435129740518962,0.0409181636726547
"832",886,"WAAJAF0001-58513",74,24.2,1.9,NA,4,"WAAJAF0001","2016-10-10","2016-10-15",58.5478153691807,30.3062713687233,9.44815050962791,0.733193277310924,0.28781512605042,0.422268907563025
"833",887,"WAAJAF0002-58515",64.3,29.7,5.8,0.2,0,"WAAJAF0002","2016-10-11","2016-10-15",59.5427006968925,30.7750131002266,8.03493456304342,0.693203883495146,0.269902912621359,0.601941747572815
"834",888,"WAAJAF0003-58514",42.2,37,19.8,1,0,"WAAJAF0003","2016-10-12","2016-10-15",39.85089056291,40.5579789446276,18.1648406262116,0.664220183486239,0.258715596330275,0.625688073394495
"835",889,"WAALSD0001-53569",61.8,24.7,13.6,NA,4,"WAALSD0001","2014-05-15","2014-05-12",10.7121563936563,40.5980428240429,47.2436925819208,0.494152046783626,0.368421052631579,0.561988304093567
"836",890,"WAALSD0001-58945",22.6,33.3,44.2,NA,4,"WAALSD0001","2021-06-29","2021-07-01",8.13869193242137,41.2576650645474,49.0602109448785,0.281286549707602,0.44327485380117,0.690058479532164
"837",891,"WAALSD0002-53570",56.4,20.4,23.2,NA,4,"WAALSD0002","2014-05-18","2014-05-20",19.2847704411143,41.4922327414526,37.5722121016182,0.911904761904762,0.539880952380952,0.108333333333333
"838",892,"WAALSD0003-53571",45.3,13.1,41.5,0.1,0,"WAALSD0003","2014-05-21","2014-05-20",16.7582376601701,28.2979377047059,53.1961432916849,0.853317102860621,0.194157029823494,0.573950091296409
"839",893,"WAALSD0003-58975",15.1,10.8,74.1,0,0,"WAALSD0003","2021-06-30","2021-07-01",5.78371365476542,24.5079337071561,67.8973272857072,0.0279975654290931,0.0645161290322581,0.98904443091905
"840",895,"WAAMAL0001-56962",48.4,41,10.6,NA,4,"WAAMAL0001","2014-06-27","2014-06-25",40.0241219049209,41.3747176456093,17.1948028751409,0.994405594405594,0.244755244755245,0.184615384615385
"841",896,"WAAMAL0002-58521",35.9,37.7,26.3,NA,4,"WAAMAL0002","2016-10-07","2016-09-30",22.4452957448826,64.3265019776067,12.1457779785772,0.596541786743516,0.50864553314121,0.384726224783862
"842",897,"WAAMAL0003-58522",44.2,39.5,16.3,NA,4,"WAAMAL0003","2016-10-08","2016-09-30",27.7660133468353,51.4639331349141,19.5018195031796,0.696402877697842,0.139568345323741,0.764028776978417
"843",898,"WAAMUR0001-58498",35.5,36.3,28.1,NA,4,"WAAMUR0001","2016-10-01","2016-09-30",11.55696504218,49.2770065503738,37.8128451699603,0.41025641025641,0.136363636363636,0.785547785547786
