"","Aquatic","Bryophyte","Chenopod","Cycad","Epiphyte","Fern","Forb","Fungus","Grass.tree","Heath.shrub","Hummock.grass","NC","Rush","Sedge","Shrub","Shrub.Mallee","Tree.fern","Tree.Mallee","Tree.Palm","Tussock.grass","Vine"
"SATFLB0026-57001",0,0,0,0,0,6.1,10.1,0,0,0,0,0,0,1,21.7,0,0,0,57.1,24.6,0
"SATFLB0026-58678",0,0,0,0,0,6.3,18.2,0,5.6,0,0,0,2.3,1.8,8.8,0,0,0,68.5,27.2,0.3
"SATFLB0027-56975",0,0,0,0,2.4,8.6,3,0,0,0,0,0,0,1,34.4,0.1,0,0,60.3,3.8,0.2
"SATFLB0027-58669",0,0,0,0,2.3,9,16.3,0,0.1,0,0,0,0,0.4,6.6,0,0,0,58.8,11.3,0.5
"SATFLB0028-56995",0,0,2.6,0,0.4,0,8.5,0,0,0,1.5,0.3,0,0.6,20,0,0,0,6.8,31.5,0.3
"SATFLB0028-58668",0,0.1,1.8,0,0.3,0,24.2,0,0,2.1,2.1,0,2.9,0.7,10.4,0,0,5.3,7.6,21.7,0
"SATKAN0001-53688",0,0,0,0,0,0,9.6,0,0,0,0,0,0,17.4,43.7,0,0,0,62.2,5.4,0
"SATKAN0001-58695",0,0,0,0,0,3.1,24.9,0,9.2,0.2,0,0,6.6,24.5,10.4,0.3,0,48,4.8,13.8,1
"SATKAN0002-53689",0,0,0,0,0,0,4.4,0,0,0,0,0,0,14,44.2,0,0,4.9,66,0,0
"SATKAN0002-58679",0,0,0,0,0,0.2,48.2,0,11.6,0,0,0,0.4,25.2,15.6,7.1,0,52.5,0.2,0.8,2.7
"SATKAN0003-56996",0,0,0,0,0.1,0.9,0.9,0,0,0,0,1.1,0,0,43.8,0,0,0,50,5.4,1.1
"SATKAN0003-58701",0,5,0,0,0.3,0.9,11.2,0,3.2,0,0,0,0.3,0.2,39.9,0,0,0,60.8,19.1,2.5
"SATKAN0004-56928",0,0,0,0,0.1,0.2,9.7,0,0,0,0,0,0,8.6,18.3,0,0,0.4,27.3,15.3,0.3
"SATKAN0004-58696",0,0,0,0,0.1,0.6,12.2,0,0.6,0.1,0,0,3.9,25.1,16.5,1,0,1.3,24.5,17.7,0
"SATSTP0001-53557",0,0,3.6,0,0,0,0.5,0,0,0,0,0,0,0,0.1,0,0,0,0,31.1,0
"SATSTP0001-58652",0,0,2.2,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,7.4,0
"SATSTP0002-53558",0,0,8.4,0,0.1,0,6.2,0,0,0,0,0,0,0,9.8,0,0,0,0.7,2.5,0
"SATSTP0002-58646",0,0,6.7,0,0,0,0.9,0,0,0,0,0,0,0,4.4,0,0,0,6.3,3.3,0
"SATSTP0003-53511",0,0,2.6,0,0,0,4.3,0,0,0,0,0,0,0,0.2,0,0,0,0,12,0
"SATSTP0003-58638",0,0,2.7,0,0,0,0.4,0,0,0,0,0,0,0,0.1,0,0,0,0.1,12.4,0
"SATSTP0004-53512",0,0,3.6,0,0,0,11.4,0,0,0,0,0,0,0,13.8,0,0,0,0,14.5,0
"SATSTP0004-58642",0,0,5.9,0,0,0,0.2,0,0,0,0,0,0,0,15.6,0,0,0,2.7,1.9,0
"SATSTP0005-53513",0,0,3,0,0,0,7,0,0,0,0,0,0,0,3.7,0,0,0,0,9.3,0.4
"SATSTP0005-58639",0,0,4.1,0,0,0,1.9,0,0,0,8.7,0,0,0,11.8,0,0,0,0,1,0
"SATSTP0006-53514",0,0,1.6,0,0,0.3,8.4,0,0,0,0,0,0,0,9.1,0,0,0,6.3,1.3,0
"SATSTP0006-58640",0,0,0.4,0,0,5,0.3,0,0,0,0,0,0,0,11.8,0,0,0,8.5,1.2,0
"SATSTP0007-53515",0,0,0,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,5.3,0,0
"SATSTP0007-58637",0,0,0,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,10.4,0,0
"SATSTP0008-53516",0,0,2.5,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,12.7,0
"SATSTP0008-58643",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0
"TCABEL0001-58801",0,4,0,0,0,0,23.2,0.6,0,24.3,0,0,0.5,16,7.3,0,0,0,0,24.8,0
"TCABEL0002-58799",0,2.9,0,0,0,0,12.3,1.1,0,29.6,0,0,10.1,4,13.5,0,0,0,0,8.3,0
"TCABEL0003-58803",0,1.7,0,0,0,0,18.5,0,0,24.5,0,0,30.9,12.4,6.7,0,0,0,0,6.1,0
"TCATCH0001-58823",0,3.5,0,0,0,3.1,4.1,2,0,37.7,0,0,10.7,0.1,57.7,0.5,0,2.8,23.7,13,0
"TCATCH0002-58805",0,5,0,0,0,0,16.7,0.9,0,26.9,0,0,0,0.6,0,0,0,0,0,36.6,0
"TCATCH0003-58825",0,0.7,0,0,0,0,2.9,0,0,31.3,0,0,24.1,43.6,25.7,0,0,0,0,27.4,0
"TCATCH0004-58806",0,6.5,0,0,0,0,3.8,0,0,3.2,0,0,0,0,3.2,1.3,0,5.9,26.6,8.6,0
"TCATCH0005-58824",0,1.8,0,0,0,0,7.4,0,0,0,0,0,6.3,6.5,0,0,0,0,0,13.9,0
"TCATCH0006-58807",0,1.1,0,0,0,0,18.1,0.3,0,23.6,0,0,0,0.8,3.8,0,0,0,0,32.2,0
"TCATCH0007-58809",0,3.5,0,0,0,0,1.9,1.7,0,59.3,0,0,5.9,0.4,23.7,0,0,0,0,11.6,0
"TCATCH0008-58821",0,0.4,0,0,0,0,20.7,0,0,31,0,0,40.7,3.9,4.9,0,0,0,0,12.4,0
"TCATCH0009-58811",0,1.4,0,0,0,0,20.9,0,0,0,0,0,5,1.5,0,0,0,0,0,3.3,0
"TCATCH0010-58826",0,0,0,0,0,66.8,8.4,0,0,10,0,0,110.5,10.4,1.3,0,0,0,0,7.3,0
"TCATCH0011-58827",0,0,0,0,0,0,3,0,0,0.2,0,0,0,0.1,1.6,0.1,0,0,29.2,1.7,0
"TCATCH0012-58822",0,9.4,0,0,0,0,38.8,0,0,0,0,0,3.4,10.7,0,0,0,0,0,58,0
"TCATNM0001-58742",0,0,0,0,0,0,69.4,0,0,6.7,0,0,1.3,0.1,8.5,0,0,0,50.9,4.4,0.1
"TCATNM0002-58782",0,20.4,0,0,0,0,8.6,0,0,0.6,0,0,0.8,7.2,0.1,0,0,0,23.8,62.1,0
"TCATNM0003-58775",0,16,0,0,0,0,9.5,0,0,17.2,0,0,1.6,0,0.1,0,0,0,25.5,42.8,0
"TCATNM0004-58785",0,10.6,0,0,0,0,35.7,0,0,0,0,0,14.8,1.2,10.5,0,0,0,28,7.4,0
"TCATNM0005-58792",0,2.6,0,0,0,1.1,4.5,0,0,0.1,0,0,0.3,10.1,0.4,0,0,0,3.8,48.6,0
"TCATNM0006-58800",0,1.6,0,0,0,0,8.9,0,0,0,0,0,51.4,0.1,0.3,0,0,0,1.8,29.5,0
"VCAAUA0001-58565",0,0,0,0,0,0.2,42,0,0,32.4,0,0,0.1,1.9,0.1,0,0,0,0,35.1,0
"VCAAUA0002-58635",0,0,0,0,0,0,33.6,0,0,16.3,0,0,0,2.9,0,0,0,0,0,51.1,0
"VCAAUA0003-58567",0,61.5,0,0,0,0,16.4,0,0,21.3,0,0,0,48.6,0,0,0,0,0,1.5,0
"VCAAUA0005-58570",0,0,0,0,0,0,31.3,0,0,17.4,0,0,0,3.5,0,0,0,0,0,60.7,0
"VCAAUA0007-58543",0,0,0,0,0,0,57.1,0.1,0,2,0,0,0,6.4,0,0,0,0,0,37.7,0
"VCAAUA0008-58544",0,0,0,0,0,0,8.1,0.7,0,81.4,0,0,0,1.1,4.5,0,0,0,40.7,30.4,0
"VCAAUA0009-58569",0,0,0,0,0,0,18.8,0,0,89.1,0,0,0,2.9,7.7,0,0,0,11,26.1,0
"VCAAUA0010-58546",0.4,0,0,0,0,0,80.4,0,0,9,0,0,0,4.4,0,0,0,0,0,54.5,0
"VCAAUA0011-58540",0,0,0,0,0,0,58,0,0,0,0,0,0,21.1,0.4,0,0,0,0,106.4,0
"VCAAUA0012-58613",0,3.1,0,0,0,0,39.8,0,0,1,0,0,0,25.1,0.2,0,0,0,0,74.6,0
"VCAAUA0013-58541",0,0,0,0,0,0,49.9,2,0,0,0,0,0.3,10.5,3.3,0,0,0,0,87.9,0
"VCAAUA0014-58571",0,0,0,0,0,0,31.7,0,0,16.6,0,0,0,3.2,0,0,0,0,0,74.4,0
"VCAAUA0015-58539",0,0.3,0,0,0,0,39.1,0,0,30.4,0,0,0,7.2,0.5,0,0,0,1.3,78.4,0
"VCAMDD0001-57011",0,0,21,0,0,0,2.7,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0
"VCAMDD0002-56990",0,0,15.9,0,0,0,7.3,0,0,0,0,0,0,0,0.2,0,0,0,9.5,1.4,0
"VCAMDD0003-57012",0,0,1.4,0,0,0,0.5,0,0,0,0.7,0.3,0,0,2.2,9.6,0,16.3,0,0,0
"WAAAVW0001-58517",0,0,0,0,0,0,2.2,0,0,5.2,0,0,0.2,19.5,28.8,1.2,0,0,0,0.5,0
"WAAAVW0002-58518",0,0,0,0,0,0,5.7,0,0,9.4,0,0,0,5.9,29.6,0.5,0,0,0,0,0.1
"WAAAVW0003-58519",0,0,0,0,0,0,2.5,0,0,0.1,0,0,0.1,0.4,5,0,0,0,33.6,0.6,0
"WAAAVW0004-58520",0,0,0,0,0,0,2.6,0,0,0.9,0,0,0,0.5,4.2,0,0,0,34,1.2,0.2
"WAAAVW0005-58768",0,0,0,0,0,0,3.6,0,0,0.4,0,0,0.4,0,4.7,0,0,0,17.3,0.1,0.1
"WAAAVW0006-58810",0,0,0,0,0,3.1,34.4,0,0,2.1,0,0,0,0,19.4,0,0,0,1.2,1.2,3.3
"WAAAVW0007-58772",0,0,0,0,0,0,0,0,0,28.1,0,0,0,0,23.3,0,0,0,0,0.4,0.2
"WAACAR0001-58777",0,0,15,0,0.1,0,5.9,0,0,0,0,0,0,0,10.3,0,0,0,14.2,0.1,0
"WAACAR0002-58776",0,0,0.3,0,0,0,3,0,0,0,4.3,0,0,0,3.8,0,0,27.2,0.1,0,0
"WAACAR0003-58778",0,0,0.9,0,0,0,13.6,0,0,0,0,0,0,0,46.9,0,0,0,1.7,0,1.8
"WAACAR0004-58779",0,0,17.6,0,0,0,8.6,0,0,0,0,0,0,0,0.1,0,0,0,0,2.6,0
"WAACEK0001-58505",0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0.5,0,0,0,19.1,3.6,0
"WAACEK0002-58506",0,0,0,0,0,0,1.4,0,0,0,0,0,0,0.3,0.9,0,0,0,1.9,68.7,0.5
"WAACEK0003-58507",0,0,0,0,0,0,6.2,0,0,0,31.3,0,0,0,1.6,0,0,0,7,18.8,0
"WAACOO0001-53444",0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,104.3,0,0,1.5,0,0,0
"WAACOO0002-53445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0
"WAACOO0003-53447",0,0,0,0,0,0,0,0,0,0,0.1,0,0,1.3,75.2,0,0,11.2,0.3,0,0
"WAACOO0004-53449",0,0,0,0,0,0,0,0,0,0,0.7,0,0,0.2,66.6,0,0,6.9,3.5,0,0.1
"WAACOO0005-53446",0,0,0,0,0,3.6,13.6,0,0,0,0,0,0,9.1,12.2,0,0,0,0,25,0.1
"WAACOO0006-53438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,18.4,5.3,0,0
"WAACOO0007-53440",0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,45.7,0,0,14.4,0.4,0.2,0
"WAACOO0008-53442",0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,14.2,0,0,27.4,0.6,5,0
"WAACOO0009-53443",0,0,0,0,0,0.4,15.4,0,0,0,1.4,0,0,0.6,32,0,0,0,0,1.4,0
"WAACOO0010-53441",0,0,0,0,0,0.1,10.2,0,0,0,0,0,0,5.2,7.7,0,0,0.9,0.8,16.8,0
"WAACOO0011-53439",0,0,0,0,0.2,0,0.2,0,0,0,0.1,0,0,0,17,0,0,0,5.1,0.1,0
"WAACOO0012-53462",0,0,6.2,0,0,0,1.8,0,0,0,0,0,0,0,15.2,0,0,8,23.1,0.1,0
"WAACOO0016-53459",0,0,0,0,0,0,0.4,0,0,0,15.1,0,0,25.7,51.2,1.5,0,0,2.6,0,1.3
"WAACOO0017-53460",0,0,0,0,0,0,0,0,0,0,13.4,0,0,40.2,43.6,1,0,0,11.1,0.1,0
"WAACOO0018-53461",0,0,0,0,0,0,0.2,0,0,0,13.3,0,0,36.5,70,0,0,0,9.3,0.2,0.4
"WAACOO0019-53463",0,0,0,0,0,0,0.1,0,0,0,17.3,0,0,58,45.9,0,0,0,4.7,0.1,0.2
"WAACOO0020-53450",0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,14.4,0,0,4.7,10.1,0.6,0
"WAACOO0021-53456",0,0,1.3,0,0,0,1.5,0,0,0,0,0,0,0,12.1,0,0,0,11.3,0,0
"WAACOO0022-53453",0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.9,0,0,16.2,29.4,0,0
"WAACOO0023-53448",0,0,0.1,0,0,0,0.7,0,0,0,0,0,0,0,10.6,0,0,0,20.2,0.6,0
"WAACOO0024-53451",0,0,0,0,0,0.2,0.1,0,0,0,0,0,0,0,72.8,0,0,0,3.5,0.5,0
"WAACOO0025-53452",0,0,1.5,0,0,0,21.8,0,0,0,0,0,0,0,29.7,0,0,0,0,6.8,16.1
"WAACOO0026-53454",0,0,0,0,0,0,0,0,0,0,34.3,0,0,0,58.1,3.8,0,0,3,0,0.1
"WAACOO0027-53455",0,0,0,0,0,0,0.1,0,0,0,29.6,0,0,5.4,44.3,4,0,0,1,0,0
"WAACOO0028-53457",0,0,0,0,0,0,0.2,0,0,0,21.6,0,0,1.2,52,0.6,0,0,5,0,0
"WAACOO0029-53458",0,0,0,0,0,0,0.2,0,0,0,43.3,0,0,15,47.9,12.3,0,0,2,0,0
"WAACOO0030-56958",0,0,21.5,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,12.6,0
"WAACOO0031-58512",0,0,0,0,0,0,1,0,0,6.9,23.7,0,0,1.1,16.8,1.6,0,0,0,0,0
"WAACOO0032-58511",0,0,0,0,0,0,0.5,0.1,0,7.5,16.9,0,0,3.2,16.5,1.8,0,0,0,0,0.2
"WAADAL0001-58508",0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,1.4,0,0,0,2,66.3,1.5
"WAADAL0002-58743",0,0,0,0,0,0,6.9,0,0,0,0,0,0,0,25.1,0,0,0,4.6,1.1,0.3
"WAADAL0003-58767",0,0,25.7,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,22.6,0
"WAADAL0004-58764",0,0,0,0,0,0,6.2,0,0,0,0,0,0,0,21.6,0,0,0,23.5,12.6,1
"WAADAL0005-58815",0,0,0,0,0,0,1.1,0,0,0,2.4,0,0,0.7,8.1,0.1,0,0,26.6,65.3,0
"WAAESP0001-58516",0,0,0,0,0,0,3,0,0,4.8,0,0,0.1,12.3,52.9,0.4,0,4.9,0,0.1,0.6
"WAAGAS0001-58420",0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0.4,1.4,0,0,0,3.3,0.2,0
"WAAGAS0002-58421",0,0,0,0,0,0,6.8,0,0,0,0,0,0,4,0.3,0,0,0,4.7,21.8,0
"WAAGES0001-58023",0,0,0,0,0,0,0.5,0,0,19.8,0.3,0,0,11.6,21.9,0,0,0,0,0.3,0.4
"WAAGES0001-58802",0,0,0,0,0,0,1,0,0,18.9,0.2,0,0,15,30.3,0,0,0,0.7,0.4,0.5
"WAAGES0002-58024",0,0,0,0,0,0,11.1,0,0,21.7,0,0,0,0,23.9,0,0,0.6,0,0,0
"WAAGES0002-58732",0,0,0,0,0,0,3.4,0,0,6,0,0,0,0,53.8,0,0,0.5,2.3,0,0.7
"WAAGES0003-58025",0,0,4.2,0,0,0.1,21.6,0,0,0,0,0,0,0,20,0,0,0,10.3,1.2,0.1
"WAAGES0003-58731",0,0,1.8,0,0,0.2,18.4,0,0,0,0,0,0,0,19.6,0,0,0,12.2,0.1,0.6
"WAAGES0004-58804",0,0,0,0,0,0,0.8,0,0,8.1,2.8,0,0,10.7,8.8,2.1,0,18.4,0.3,0.6,0.4
"WAAGES0005-58808",0,0,0,0,0,0,1.2,0,0,34,0,0,0,16.6,1.1,0,0,0,0,0.5,0.5
"WAAGSD0001-58509",0,0,0,0,0,0,0.3,0,0,0,38.8,0,0,0,2.2,0,0,0,0,0,0.4
"WAAGVD0001-56960",0,0,2.2,0,0,0,2.3,0,0,0,0,0,0,0,16.7,0,0,0,6.5,2,0
"WAAHAM0001-56964",0,0,14.4,0,0,0,15,0,0,0,0,0,0,0,27.2,0,0,0,0,0,0
"WAAHAM0002-56941",0,0,12.4,0,0,0,0.4,0,0,0,0,0,0,0,19.8,0,0,0,0.3,6.2,0
"WAAHAM0003-56959",0,0,2,0,0,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,32.3,0
"WAAHAM0004-56942",0,0,15.7,0,0,0,16.1,0,0,0,0,0,0,0,11.8,0,0,0,0,0.6,0
"WAAHAM0005-56961",0,0,9.7,0,0,0,9.6,0,0,0,0,0,0,1.3,52.8,0,0,0,1,0,0.9
"WAAHAM0006-56944",0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,9.9,0.1,0,46.1,1.1,1.5,0.6
"WAAJAF0001-58513",0,0,0,1.9,0,2.4,12.1,0,1.3,5,0,0,0.4,5,59.3,0,0,0,34.6,0.1,1.4
"WAAJAF0002-58515",0,0,0,0,0,5,17.5,0,10.8,3,0,0,0.5,6.4,13.5,0,0,0,41.7,0.2,0.3
"WAAJAF0003-58514",0,0.1,0,0,0,0,10.5,0,0,8,0,0,0.2,3.3,14.9,0.2,0,10.8,4.9,1,0.1
"WAALSD0001-53569",0,0,0,0,0,0,0,0,0,0,8.5,0,0,0,45.8,0,0,0,0.4,39.8,0.1
"WAALSD0002-53570",0,0,0,0,0,0,0.1,0,0,0,31.6,0,0,0,45,0,0,0,0,3.7,0
"WAALSD0003-53571",0,0,0,0,0,0,5,0,0,0,40.3,0,0,0,13.8,0,0,0,0.1,3.2,4.9
"WAAMAL0001-56962",0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,39.7,3.2,0,17,0,0,0
"WAAMAL0002-58521",0,0,0,0,0,0,2.9,0,0,13.6,0,0,0,9.8,11.9,0.1,0,0,6.2,0.6,0.5
"WAAMAL0003-58522",0,0,0,0,0,0,5,0,0,14.2,0,0,0,6.7,30.4,0,0,0,0,0.1,0.1
"WAAMUR0001-58498",0,0,0.2,0,0,0,0.2,0,0,0,23.3,0,0,0,4,0,0,4.3,7.5,0.4,0
"WAAMUR0002-58510",0,0,0,0,0,0,2.8,0,0,0,20.8,0,0,0,9.9,0,0,0.5,4.1,0.1,0
"WAAMUR0003-58755",0,0,2.1,0,0,0,15.3,0,0,0,0,0,0,0,15.2,0,0,0,2.4,0.3,1.4
"WAAMUR0004-58813",0,0,0,0,0,0,12.1,0,0,0,0,0,0,0,5.2,0,0,0,0.6,7.2,0
"WAAMUR0005-58761",0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,6.9,0,0,0,1.3,14.1,0
"WAAMUR0006-58763",0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,7.6,0,0,0,0.9,1.1,0
"WAAMUR0007-58812",0,0,0.1,0,0,0,36.5,0,0,0,0,0,0,0,11.6,0,0,0,3.4,5,0
"WAAMUR0008-58765",0,0,0,0,0,0,7.6,0,0,0,0,0,0,0,5.7,0,0,0,1.7,1.2,0
"WAAMUR0028-53572",0,0,0,0,0,0,0.1,0,0,0,47.1,0,0,0,10.9,0.6,0,0,6.9,0.1,0
"WAAMUR0029-53573",0,0,0,0,0,0,0.1,0,0,0,60.7,0,0,0,11.6,0,0,0,2.4,0,0
"WAAMUR0030-53464",0,0,0,0,0,0,0,0,0,0,38.1,0,0,0,12.4,0,0,0.9,2.2,0,0
"WAAMUR0031-53465",0,0,0,0,0,0,0,0,0,0,56.3,0,0,0,11.2,0.9,0,0,3.1,0,0
"WAANOK0001-58752",0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,13.8,0,0,0,25.2,5.1,0
"WAANOK0002-58754",0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,14.9,0,0,0.1,16.6,9.9,0
"WAANOK0003-58773",0,0,0,0,0,0.3,0.7,0,0,0,0,0,4.3,1,10.2,0,0,0,23,28.8,0
"WAANOK0004-58756",0,0,0,0,0,0,7.6,0,0,0,0,0,0,14,11.5,0,0,0,16.4,94.8,4.1
"WAANOK0005-58746",0,0,0,0,0,0,0.3,0,0,0,2.4,0,0,1.8,9.7,0,0,0,9.8,50.3,0
"WAANOK0006-58753",0,0,0,0,0,0.4,2.6,0,0,0,0,0,1.7,4.9,17.3,0,0,0,23.3,22.2,0
"WAANOK0007-58762",0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,5.6,0,0,0,10.8,47.2,0.7
"WAANOK0008-58744",0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.4,3.2,0,0,0,24.6,78,0.4
"WAANUL0001-56966",0,0,28.8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0
"WAANUL0002-56945",0,0,10.1,0,0,0,13.4,0,0,0,0,0,0,0,0.2,0,0,0,0,13,0
"WAANUL0003-56946",0,0,12.1,0,0,0,4,0,0,0,0,0,0,0,10.8,0,0,0,9.6,3.9,0
"WAANUL0004-56967",0,0,12.9,0,0,0,8.2,0,0,0,0,4.3,0,0,2,0,0,0,5.7,2.5,0.1
"WAANUL0005-56931",0,0,3.4,0,0,0,36.4,0,0,0,0,0,0,0,5.9,0,0,0,0.7,1.1,0
"WAANUL0006-56929",0,0,3.4,0,0,0,32.1,0,0,0,0,0,0,0,0,0,0,0.1,0,1,0
"WAANUL0007-56932",0,0,1.3,0,0,0,16.2,0,0,0,0,0,0,0,0,0,0,0,0,4.2,15
"WAANUL0008-56933",0,0,7.5,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
"WAANUL0009-56934",0,0,16.9,0,0,0,0.9,0,0,0,0,0,0,0,3.1,0,0,0,0,0.3,0
"WAAPIL0001-57619",0,0,3.1,0,0,0.3,5.5,0,0,0,0.3,0,0,0,15.4,0,0,0,7.2,53,0.8
"WAAPIL0002-57620",0,0,0,0,0,0,0,0,0,0,50.9,0,0,0,6.8,0,0,0,6.1,0,0.1
"WAAPIL0003-57601",0,0,0,0,0,0,0.5,0,0,0,0.9,0,0,0,0.4,0.2,0,0.8,0,0.3,0
"WAAPIL0004-57085",0,0,0,0,0,0,7.7,0,0,0,0.3,0,0,0,0.2,0,0,0,0,21.7,0
"WAAPIL0005-57618",0,0,0,0,0,0,0,0,0,0,0,0,0.6,16.8,55,0,0,0,43.4,8.4,4.3
"WAAPIL0007-57602",0,0,0,0,0,0,0,0,0,0,27.8,0,0,0,13.3,0,0,0,0,30.5,0
"WAAPIL0008-57605",0,0,0.1,0,0,0,17.4,0,0,0,0,0,0,0.9,0.1,0,0,0,0,27.4,0
"WAAPIL0009-57606",0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,14.4,0,0,0,2.9,37.6,0
"WAAPIL0010-57607",0,0,0,0,0,0,0.7,0,0,0,17.4,0,0,0,21.6,0,0,0,4,0,0
"WAAPIL0011-57608",0,0,1.6,0,0,0,1.3,0,0,0,0.1,0,0,0.1,22.9,0,0,0,0.1,4.1,0
"WAAPIL0012-57609",0,0,0,0,0,0,1,0,0,0,40.6,0,0,0,6.4,0,0,6,0,1.1,0
"WAAPIL0014-57611",0,0,0.1,0,0.1,0.2,17.6,0,0,0,0,0,0,0.4,1.9,0,0,0,21.3,19.9,0
"WAAPIL0015-57613",0,0,0,0,0,0,25.8,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0
"WAAPIL0016-57615",0,0,0,0,0.2,0,9.8,0,0,0,7.8,0,0,0,6.9,0,0,0,56.8,44.3,4.1
"WAAPIL0018-57617",0,0,0,0,0,0,0.6,0,0,0,0.6,0,0,0,7.9,0,0,0,7.7,63.7,0
"WAAPIL0019-57614",0,0,1.3,0,0,0,5.6,0,0,0,0,0,0,0,8.4,0,0,0,6.1,10.9,0
"WAAPIL0020-58032",0,0,0,0,0,0,0.3,0,0,0,20.1,0,0,0,2.6,0,0,0,0,0.1,0
"WAAPIL0021-58034",0,0,0.1,0,0,0,0.3,0,0,0,2.2,0,0,0,20.7,0,0,0,1.5,0.6,0
"WAAPIL0022-58035",0,0,0,0,0,0,0.7,0,0,0,13.9,0,0,0,9.2,0,0,0,18.6,0.7,0.2
"WAAPIL0023-58036",0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,13.5,0,0,0,25.2,18,0.6
"WAAPIL0024-58040",0,0,1.2,0,0,0.7,4.3,0,0,0,0,0,0,0,12.6,0,0,0,9.2,10,0.2
"WAAPIL0025-58043",0,0,1.5,0,0.2,0,14.6,0,0,0,0,0,0,0,12.4,0,0,0,38.6,0.9,4.3
"WAAPIL0026-58044",0,0,9,0,0,0,1.2,0,0,0,0,0,0,0.8,6.4,0,0,0,0.8,4.4,0
"WAAPIL0027-58041",0,0,0,0,0,0,5,0,0,0,13.7,0,0,0,0.5,0,0,0,0,1.1,0
"WAAPIL0028-58042",0,0,0.8,0,0.1,0,0.2,0,0,0,0,0,0,0,18.1,0,0,0,3.4,0.5,0
"WAAPIL0029-58045",0,0,0.4,0,1.3,0,1.2,0,0,0,12.6,0,0,0,6.3,0,0,0,27.3,0.8,0.2
"WAAPIL0030-58057",0,0,0.3,0,0,0,3.1,0,0,0,0,0,0,0,0.4,0,0,0,0,40.8,0.2
"WAAPIL0031-58415",0,0,0,0,0,0,0.1,0,0,0,45.2,0,0,0,4.1,0,0,0.4,8.4,0.9,0.4
"WAAPIL0032-58416",0,0,0,0,0,0.1,0.2,0,0,0,4.7,0,0,2.9,6.7,0,0,0,0.4,1.4,0
"WAAPIL0033-58417",0,0,2.3,0,0,0,1.4,0,0,0,0,0,0,0,11.5,0,0,0,8.5,13.3,0.4
"WAAPIL0034-58418",0,0,0,0,0,0,6.8,0,0,0,28.1,0,0,0,2.1,0,0,0,0,0,9.6
"WAAPIL0035-58419",0,0,0,0,0,0,1.5,0,0,0,34,0,0,0,1.6,0,0,0,0.7,1.2,0
"WAASWA0001-58029",0,0,0,0,0,0,11.1,0,2,6,0,0,0.8,6.4,25.1,0,0,0,26.7,0.3,0
"WAASWA0002-58030",0,0,0,0.2,0,0,4.7,0,0,1.2,0,0,3.9,13.5,15.7,0,0,0,51.3,0.5,0.2
"WAASWA0003-58031",0,0,0,0,0,45,44.9,0,0,0,0,0,0.6,0,1.4,0,0,0,37.4,5.4,0.4
"WAASWA0004-58499",0,0,0,0,0,0,13.8,0,4.9,14.2,0,0,0,2.4,21.3,0,0,0,25.3,0.2,0
"WAAVIB0001-58494",0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.7,0,0,0,0,0,56.7,0
"WAAVIB0002-58497",0,0,0,0,0,0,4.3,0,0,0,19.5,0,0,0.6,8,0,0,0,3.9,3.4,0.1
"WAAVIB0003-58500",0,0,0,0,0,0.7,1.4,0,0,0.1,3,0,0,4.7,9.2,0,0,0,23.1,32.6,0
"WAAVIB0004-58504",0,0,0,0,0,0,5.1,0,0,0,8.5,0,0,0.5,14.1,0,0,0,16.7,45.5,0.4
